x,y,Party
-82.38418966,28.56739556,DEM
-82.10411227,28.5117737,REP
-82.54283052,28.69211406,REP
-82.56341142,28.51487924,DEM
-82.5028212,28.69107043,DEM
-82.51973793,28.48765255,DEM
-82.47348309,28.45039535,REP
-82.52611563,28.49292414,REP
-82.67746103,28.52876375,REP
-82.49582464,28.54474481,REP
-82.49230804,28.56002491,DEM
-82.55796555,28.50185095,DEM
-82.52474946,28.53658253,REP
-82.57985016,28.44626673,DEM
-82.59442131,28.46598025,REP
-82.33936418,28.52477275,REP
-82.57574582,28.49823659,REP
-82.5222813,28.53645508,DEM
-82.50697277,28.51083781,REP
-82.55159233,28.60383868,REP
-82.51864973,28.46916549,DEM
-82.54298323,28.48932358,DEM
-82.45370202,28.44407499,REP
-82.57096684,28.45573566,REP
-82.43914112,28.50748784,REP
-82.39844525,28.60847526,REP
-82.58907542,28.45679443,DEM
-82.61331777,28.46499184,DEM
-82.38095506,28.45074826,REP
-82.49935093,28.48292056,REP
-82.56444573,28.51814277,DEM
-82.5917794,28.50959669,DEM
-82.51345409,28.4957014,REP
-82.23468747,28.51004899,REP
-82.60477181,28.44049798,REP
-82.52095279,28.53806798,REP
-82.47580965,28.5616573,REP
-82.52520857,28.5015392,REP
-82.5392268,28.54765668,REP
-82.51425113,28.51550407,REP
-82.48291186,28.52966061,REP
-82.48767123,28.50596831,REP
-82.65895863,28.5494865,REP
-82.31400017,28.52672541,REP
-82.37664406,28.44939361,DEM
-82.57294218,28.6205936,REP
-82.56674867,28.44011979,REP
-82.50029801,28.50498222,DEM
-82.60815809,28.45932388,REP
-82.28303979,28.43989119,DEM
-82.514456,28.44522871,DEM
-82.50860891,28.56136801,REP
-82.4963412,28.49065749,REP
-82.21116193,28.49369307,REP
-82.44421498,28.5471172,DEM
-82.59104797,28.46052713,DEM
-82.4557414,28.5732243,REP
-82.37051205,28.56275353,REP
-82.55846614,28.45082376,DEM
-82.48541775,28.44504082,DEM
-82.50509647,28.46626943,DEM
-82.51820949,28.5082475,REP
-82.42592916,28.56786052,REP
-82.31553181,28.54487756,REP
-82.50629926,28.54410646,REP
-82.52351377,28.63288744,DEM
-82.60422,28.45654759,DEM
-82.59246369,28.44717428,DEM
-82.52649046,28.43532227,REP
-82.51587164,28.50497714,DEM
-82.60127879,28.43498944,DEM
-82.60360277,28.49058517,REP
-82.24949943,28.54744179,REP
-82.34859623,28.61487019,REP
-82.53405282,28.45754975,REP
-82.61169537,28.45463672,REP
-82.52908214,28.48618257,REP
-82.4934813,28.43450393,DEM
-82.50008642,28.60491532,REP
-82.51375145,28.64736746,REP
-82.52778932,28.56165165,REP
-82.26948909,28.60025484,DEM
-82.54838905,28.46500891,REP
-82.37922231,28.46105629,DEM
-82.46860106,28.52090177,REP
-82.35257141,28.51547361,DEM
-82.49692481,28.61057157,REP
-82.55425846,28.50123727,REP
-82.50143266,28.50603501,REP
-82.37127214,28.44049171,DEM
-82.60511905,28.51661351,REP
-82.35084662,28.4692208,DEM
-82.37855691,28.55873157,DEM
-82.49655952,28.4990264,REP
-82.50991789,28.52206211,REP
-82.34147502,28.59515335,DEM
-82.49125726,28.55918756,REP
-82.6097669,28.46896362,DEM
-82.58680769,28.51339868,REP
-82.51944589,28.53399858,REP
-82.6007943,28.47721187,DEM
-82.48375893,28.67958487,REP
-82.56064793,28.46593922,REP
-82.45423599,28.51547814,REP
-82.48055312,28.49883341,REP
-82.48216614,28.52565043,REP
-82.51404447,28.46599602,REP
-82.46152705,28.43415149,REP
-82.49312242,28.63795724,REP
-82.49057288,28.55106983,DEM
-82.55137166,28.49387386,REP
-82.57388109,28.4728508,REP
-82.53481077,28.49884629,REP
-82.59480151,28.45292585,REP
-82.57841375,28.4771659,REP
-82.59710014,28.47847948,REP
-82.613305,28.52562279,REP
-82.60216157,28.43737167,REP
-82.67801581,28.51722891,REP
-82.57024071,28.44637958,DEM
-82.55124583,28.59671689,REP
-82.49451846,28.49492766,REP
-82.5677788,28.43757851,REP
-82.5058072,28.46669956,REP
-82.20403335,28.52808647,REP
-82.34091451,28.54794472,DEM
-82.56324323,28.4883115,DEM
-82.50990879,28.48852351,REP
-82.55168275,28.47653735,DEM
-82.5548319,28.49406866,REP
-82.52292881,28.43389834,REP
-82.10036362,28.51302045,REP
-82.50046374,28.67932684,REP
-82.53017634,28.54144926,DEM
-82.6245325,28.45878209,REP
-82.5089542,28.69282561,DEM
-82.53366498,28.47971597,REP
-82.45242202,28.43992497,REP
-82.37774557,28.65391348,REP
-82.59530869,28.44712316,REP
-82.45357838,28.46947461,DEM
-82.49715175,28.54289928,REP
-82.59738378,28.44882458,REP
-82.49519503,28.49442314,REP
-82.62323833,28.44181264,REP
-82.58333379,28.46778277,REP
-82.53178547,28.43555735,REP
-82.58874599,28.43671202,DEM
-82.36600052,28.51880712,REP
-82.56427798,28.46299309,REP
-82.46961554,28.45025121,DEM
-82.58426368,28.48877139,REP
-82.51416763,28.45790967,REP
-82.52685592,28.46264771,REP
-82.5566139,28.50441841,REP
-82.65812975,28.57259593,REP
-82.59992991,28.47553945,REP
-82.55167164,28.62718843,REP
-82.39340404,28.58189325,REP
-82.60927276,28.43510763,DEM
-82.50875075,28.53177054,REP
-82.63622664,28.53512034,REP
-82.5909321,28.51241429,REP
-82.40454775,28.51977285,REP
-82.68243989,28.487664,REP
-82.57801952,28.51962606,DEM
-82.34691792,28.60145846,DEM
-82.46105339,28.52905245,DEM
-82.54224434,28.46564849,REP
-82.56800027,28.45973683,REP
-82.47304151,28.52050748,DEM
-82.51847973,28.57490097,DEM
-82.2729532,28.58651477,REP
-82.47807525,28.52140407,REP
-82.51930295,28.44954596,DEM
-82.48970435,28.54395605,DEM
-82.5022357,28.55981011,REP
-82.47470961,28.449717,REP
-82.2701163,28.48979777,REP
-82.41893408,28.60291474,DEM
-82.61300186,28.46351478,REP
-82.50160425,28.4643356,REP
-82.52541369,28.53818895,REP
-82.50137358,28.51892487,REP
-82.5299404,28.49103248,REP
-82.3712232,28.60952797,REP
-82.64232657,28.47330505,DEM
-82.58042665,28.50068894,REP
-82.49194531,28.60076818,REP
-82.59023798,28.4426928,REP
-82.39883254,28.60658384,REP
-82.55927862,28.47844767,DEM
-82.42488229,28.56111392,REP
-82.46735052,28.52381569,REP
-82.5781725,28.50705152,REP
-82.47024419,28.51446305,REP
-82.57385468,28.49757739,REP
-82.55990907,28.46030527,DEM
-82.61479047,28.6209317,REP
-82.62884312,28.51781702,REP
-82.52295243,28.4940189,REP
-82.44840349,28.57453258,DEM
-82.41160947,28.58760241,REP
-82.49007149,28.4851315,REP
-82.11980011,28.4903019,REP
-82.40300954,28.45305925,REP
-82.6264796,28.4922895,REP
-82.54853865,28.49214883,DEM
-82.55531639,28.46408875,DEM
-82.62805537,28.46647053,REP
-82.54314354,28.44530004,REP
-82.5761622,28.44478892,REP
-82.55656002,28.45810405,DEM
-82.20396097,28.52699669,REP
-82.50726884,28.56880319,REP
-82.44703077,28.53499279,REP
-82.58318029,28.55305782,DEM
-82.32928844,28.47499993,REP
-82.34227999,28.44635254,REP
-82.66016703,28.67109638,REP
-82.52346263,28.54715597,DEM
-82.54202552,28.61384216,REP
-82.37659895,28.56687031,DEM
-82.48847359,28.4410924,REP
-82.48767919,28.53746819,DEM
-82.59188227,28.47355622,REP
-82.49439546,28.48132314,REP
-82.5106601,28.4601508,REP
-82.42087024,28.45229757,REP
-82.39052659,28.59305585,REP
-82.55868883,28.46638315,REP
-82.41402274,28.54118834,DEM
-82.24419761,28.4853705,REP
-82.48666293,28.52013037,REP
-82.49747067,28.48712672,REP
-82.60134992,28.44454205,DEM
-82.51851025,28.64518294,REP
-82.62970698,28.44818668,REP
-82.33757516,28.46184043,REP
-82.51862775,28.53868595,REP
-82.55200559,28.44761201,DEM
-82.57911391,28.50152919,REP
-82.52812244,28.66207098,REP
-82.54716227,28.5276483,DEM
-82.54637106,28.59983677,REP
-82.60399828,28.46889194,REP
-82.34174706,28.5496203,REP
-82.5068815,28.48777432,REP
-82.54167935,28.59721497,DEM
-82.60843113,28.67991098,REP
-82.61741008,28.47511271,REP
-82.52936345,28.50212028,REP
-82.44866459,28.5243601,REP
-82.35692378,28.53818295,REP
-82.49147034,28.50368114,DEM
-82.65790757,28.43402448,REP
-82.50510827,28.52559268,DEM
-82.50156897,28.49100061,REP
-82.55215493,28.44948721,DEM
-82.55779602,28.49623156,REP
-82.53196291,28.50461945,REP
-82.58597654,28.48044729,REP
-82.54610906,28.50039905,REP
-82.57721825,28.44280074,REP
-82.53798004,28.49606308,REP
-82.60469083,28.47793916,DEM
-82.50769594,28.45388813,REP
-82.61275911,28.52552974,REP
-82.13975697,28.53217769,REP
-82.41539505,28.54587858,DEM
-82.53295245,28.48287542,DEM
-82.34466825,28.61505767,REP
-82.485774,28.46246756,REP
-82.64823699,28.49356798,REP
-82.47679944,28.49858885,REP
-82.24576676,28.59350669,REP
-82.57470965,28.47571327,DEM
-82.53147614,28.5397474,REP
-82.42415665,28.55355476,REP
-82.52198619,28.4958893,REP
-82.3737822,28.52973067,REP
-82.4624087,28.53298814,REP
-82.53173963,28.46674699,REP
-82.48401343,28.54368115,DEM
-82.0646101,28.48803752,REP
-82.49109739,28.46003748,REP
-82.56041749,28.51684403,REP
-82.0733083,28.52529497,REP
-82.56912278,28.5403227,REP
-82.27893228,28.54102249,DEM
-82.31216816,28.57521746,REP
-82.28213094,28.51899661,REP
-82.65454178,28.47113686,REP
-82.62429742,28.45803105,REP
-82.51734812,28.53839383,DEM
-82.22335839,28.48243917,DEM
-82.5000501,28.60746599,REP
-82.51195748,28.47754619,DEM
-82.52794075,28.45116689,REP
-82.53469992,28.4810791,REP
-82.46516745,28.49861714,REP
-82.53139435,28.56366126,REP
-82.5589382,28.44480979,DEM
-82.4040363,28.54177226,DEM
-82.63982848,28.53231316,REP
-82.57415519,28.52433164,REP
-82.5550861,28.63169299,REP
-82.50945288,28.62367079,REP
-82.52553533,28.48413433,REP
-82.33700677,28.53795114,DEM
-82.49029966,28.4789803,REP
-82.54930646,28.47870512,DEM
-82.60618482,28.44942872,DEM
-82.43337058,28.52967843,REP
-82.06324807,28.49503366,REP
-82.66442498,28.60804855,DEM
-82.57164432,28.47335427,DEM
-82.21655057,28.48578773,REP
-82.30600299,28.43992004,REP
-82.55444158,28.52171988,REP
-82.4826654,28.52362385,REP
-82.53351737,28.4611879,REP
-82.5216782,28.4535008,REP
-82.57995714,28.50267826,REP
-82.44323358,28.4593482,REP
-82.57431871,28.45144837,REP
-82.25319845,28.50339088,REP
-82.55085849,28.46185801,REP
-82.52155108,28.54473437,REP
-82.53844523,28.48376406,DEM
-82.62521048,28.5944156,REP
-82.5884612,28.46230966,DEM
-82.56888514,28.47137168,REP
-82.55557969,28.57841442,REP
-82.47565056,28.52679554,REP
-82.47002845,28.4348067,REP
-82.31225257,28.46991334,REP
-82.62486874,28.48458492,REP
-82.18193997,28.55571391,REP
-82.15486901,28.53622351,REP
-82.29511759,28.54997688,DEM
-82.56763171,28.52421118,REP
-82.645104,28.57665124,REP
-82.49286653,28.4658746,REP
-82.47203641,28.5678714,REP
-82.52701268,28.43766328,REP
-82.29923789,28.52859867,REP
-82.45922318,28.50447656,REP
-82.45984248,28.52522362,REP
-82.4169491,28.51245394,DEM
-82.54832095,28.5007604,DEM
-82.39494991,28.58552339,REP
-82.49037656,28.5620991,REP
-82.55793712,28.46572559,DEM
-82.59547416,28.46088894,DEM
-82.41228985,28.52945165,REP
-82.44717079,28.52002062,REP
-82.40000422,28.53141669,DEM
-82.49717552,28.60448692,REP
-82.35034441,28.60691797,REP
-82.59377464,28.46503112,REP
-82.05881105,28.49697013,REP
-82.45579957,28.46535521,DEM
-82.53374391,28.49464737,REP
-82.55788143,28.46585455,DEM
-82.60616142,28.52489397,REP
-82.60420684,28.48676292,REP
-82.55896445,28.44704297,REP
-82.53844579,28.46153135,DEM
-82.59847775,28.51099335,REP
-82.58190991,28.53206313,REP
-82.66484443,28.56832686,REP
-82.61167453,28.5918981,REP
-82.52884708,28.53485401,DEM
-82.4973663,28.51463253,REP
-82.5832714,28.47045015,REP
-82.4462614,28.46940883,DEM
-82.4845308,28.54435225,REP
-82.54974223,28.58761386,REP
-82.57781229,28.45092863,REP
-82.49405482,28.53676051,REP
-82.2887598,28.54100099,DEM
-82.52778042,28.45788946,REP
-82.54994418,28.50311585,REP
-82.63367417,28.4432467,REP
-82.51075789,28.53334267,REP
-82.60768103,28.49028018,REP
-82.53993766,28.45804847,REP
-82.40497028,28.5280419,REP
-82.49768232,28.50865982,DEM
-82.5700472,28.45254399,REP
-82.43157465,28.61295829,REP
-82.53099683,28.4618431,REP
-82.59710058,28.46771315,REP
-82.41370763,28.54245364,DEM
-82.33544742,28.61398317,DEM
-82.54929111,28.52153683,REP
-82.53429199,28.58271137,DEM
-82.57602435,28.47407717,DEM
-82.45097204,28.54956471,REP
-82.55223864,28.50429882,REP
-82.57104899,28.51734344,REP
-82.27431335,28.65827062,REP
-82.6370612,28.45939073,REP
-82.59206435,28.50400877,REP
-82.43274645,28.54828775,DEM
-82.58171448,28.44035418,REP
-82.34348424,28.44199711,REP
-82.50256764,28.68349222,REP
-82.45887067,28.45461585,REP
-82.51245203,28.52142032,REP
-82.62108037,28.44423432,REP
-82.56445267,28.49512557,REP
-82.5481883,28.54448544,REP
-82.33588373,28.5965552,REP
-82.20533455,28.57003733,REP
-82.50598135,28.65693767,REP
-82.5317,28.47751704,REP
-82.51245218,28.60373469,REP
-82.51148662,28.443903,DEM
-82.56499762,28.46799384,REP
-82.59825098,28.46048159,DEM
-82.5711167,28.47175338,REP
-82.55343514,28.46868366,REP
-82.49754029,28.51317018,REP
-82.55218486,28.44867326,REP
-82.46423529,28.4968281,REP
-82.60488963,28.53207218,REP
-82.53852373,28.45815199,DEM
-82.56790733,28.50594705,DEM
-82.54490842,28.46149717,DEM
-82.47641886,28.50969798,REP
-82.55951385,28.47154832,DEM
-82.58422439,28.67190684,REP
-82.5697991,28.49420019,REP
-82.50577572,28.52814306,REP
-82.46105676,28.53373226,DEM
-82.52314567,28.4371584,REP
-82.51687606,28.61472587,REP
-82.48567029,28.55292587,REP
-82.4864427,28.55512697,REP
-82.3913166,28.43646064,DEM
-82.55670874,28.49870906,DEM
-82.4621695,28.44536874,DEM
-82.51100546,28.52909605,REP
-82.47696853,28.5547055,DEM
-82.08805655,28.4895825,DEM
-82.53666046,28.47124724,REP
-82.59145467,28.47461548,REP
-82.54944564,28.47752364,DEM
-82.27673749,28.5566504,DEM
-82.44963008,28.45061817,DEM
-82.26672965,28.57164996,REP
-82.60636462,28.47786738,REP
-82.3876802,28.56390008,DEM
-82.54032296,28.50308768,DEM
-82.57988399,28.4897942,DEM
-82.60743877,28.51830523,REP
-82.44932092,28.45144997,DEM
-82.39349963,28.45601359,REP
-82.60602685,28.43744413,DEM
-82.60975325,28.47396624,DEM
-82.6000079,28.48189045,REP
-82.66261254,28.67100618,REP
-82.50552582,28.46632851,REP
-82.5238183,28.49128141,DEM
-82.62655538,28.45635247,REP
-82.52239762,28.50208415,REP
-82.44946068,28.58419667,DEM
-82.25314337,28.51973067,DEM
-82.51211321,28.49882532,REP
-82.57567815,28.48652952,REP
-82.63973298,28.5397931,REP
-82.59597435,28.43758242,REP
-82.48528053,28.50135716,REP
-82.53898451,28.56554994,DEM
-82.51065318,28.47127839,REP
-82.42293324,28.44635059,DEM
-82.5295902,28.48441579,REP
-82.60846998,28.45313597,DEM
-82.53937523,28.56651227,DEM
-82.50707242,28.56839591,DEM
-82.5650681,28.45179755,REP
-82.63839812,28.46012411,REP
-82.5887833,28.45307246,REP
-82.39668959,28.5610227,DEM
-82.58174368,28.45998679,REP
-82.54539158,28.48213255,DEM
-82.52568866,28.53971206,DEM
-82.26469164,28.59611497,REP
-82.61119001,28.44126473,REP
-82.40343838,28.58434858,REP
-82.53574605,28.45870697,REP
-82.4132432,28.54120889,DEM
-82.47581647,28.51374651,REP
-82.61979928,28.4472243,REP
-82.25536274,28.46471411,REP
-82.61441134,28.51517157,DEM
-82.46760048,28.47901497,DEM
-82.54808184,28.45009007,DEM
-82.48021475,28.55444068,DEM
-82.53214323,28.59796873,REP
-82.36829573,28.52602928,REP
-82.13920354,28.51243595,DEM
-82.54579419,28.46752396,DEM
-82.51454576,28.51579748,REP
-82.5260029,28.635184,DEM
-82.49168467,28.4678811,DEM
-82.54870108,28.5285087,REP
-82.12231081,28.49916881,REP
-82.64317247,28.65234689,DEM
-82.54230768,28.63850218,REP
-82.59476473,28.46442164,REP
-82.48822008,28.54952746,DEM
-82.31061863,28.56409624,REP
-82.52225874,28.43525037,DEM
-82.32086529,28.49753019,REP
-82.63486305,28.47825667,DEM
-82.55161081,28.62277077,DEM
-82.60862154,28.44900209,REP
-82.49317893,28.58100607,REP
-82.26193936,28.45027565,REP
-82.5317772,28.47910363,REP
-82.27299926,28.44448829,DEM
-82.53819982,28.49724059,DEM
-82.53604564,28.46321633,DEM
-82.31315439,28.51262044,REP
-82.47006528,28.45065448,REP
-82.46475374,28.54364156,REP
-82.38707192,28.43804833,DEM
-82.5103799,28.4742032,REP
-82.34041619,28.6437993,REP
-82.48370966,28.547562,REP
-82.59098367,28.4664587,REP
-82.53522933,28.65519483,REP
-82.40231486,28.43546601,REP
-82.47980503,28.62186706,REP
-82.58008905,28.47770068,DEM
-82.4287156,28.48622562,DEM
-82.55283654,28.50259916,REP
-82.3651607,28.51542919,DEM
-82.45913063,28.5304875,REP
-82.62338835,28.45406697,REP
-82.5613698,28.53590079,REP
-82.43506538,28.52512134,REP
-82.56230316,28.44507221,REP
-82.5856036,28.49563982,REP
-82.54207256,28.61912817,REP
-82.54163988,28.45395408,REP
-82.59763404,28.46675473,DEM
-82.59741108,28.485018,REP
-82.64287243,28.43412521,REP
-82.55153335,28.44925665,REP
-82.55473158,28.57536983,DEM
-82.49858788,28.48701584,REP
-82.5505072,28.44692407,DEM
-82.49616308,28.46672226,DEM
-82.47576993,28.53355872,REP
-82.60959109,28.43643958,REP
-82.55675385,28.50982541,REP
-82.54172929,28.49128669,DEM
-82.50404658,28.47585564,DEM
-82.53857548,28.67221563,DEM
-82.66016969,28.54124956,REP
-82.53781986,28.47542405,REP
-82.51109156,28.45707619,REP
-82.52341042,28.5388548,DEM
-82.54006722,28.50257024,REP
-82.58270927,28.47110025,DEM
-82.55720474,28.5222786,REP
-82.51326658,28.66798723,REP
-82.28863112,28.54803312,DEM
-82.47154335,28.52754115,DEM
-82.37887437,28.45457019,REP
-82.49991159,28.4949408,DEM
-82.53467567,28.44799969,REP
-82.64265768,28.52535958,DEM
-82.53593645,28.47883972,REP
-82.30957205,28.54481541,REP
-82.30165116,28.52145664,REP
-82.56221142,28.51472448,DEM
-82.52048088,28.46413971,REP
-82.48326877,28.53807534,DEM
-82.58427839,28.47323898,REP
-82.53117812,28.45674229,REP
-82.5086997,28.46372323,DEM
-82.53322494,28.45654004,DEM
-82.55979166,28.49405791,DEM
-82.34107262,28.43999362,REP
-82.5816144,28.55220724,DEM
-82.59962459,28.61743595,REP
-82.61553018,28.456029,REP
-82.57468167,28.49972426,DEM
-82.60492833,28.47255463,REP
-82.60233933,28.48547361,REP
-82.55829006,28.44231763,DEM
-82.44440841,28.54687387,DEM
-82.54816678,28.52776567,REP
-82.51448193,28.44639885,REP
-82.52848184,28.54462085,DEM
-82.54347708,28.49577,DEM
-82.5345792,28.4367574,REP
-82.51295777,28.46069267,DEM
-82.51349168,28.45638582,REP
-82.62288989,28.45496622,REP
-82.55329847,28.45293998,REP
-82.33002517,28.64013652,DEM
-82.35422376,28.59276012,REP
-82.13567903,28.53406803,REP
-82.39577541,28.57508342,REP
-82.4805476,28.52438906,REP
-82.29481738,28.53612082,DEM
-82.31984974,28.55632711,REP
-82.3354633,28.50233005,REP
-82.54449797,28.48249372,DEM
-82.50378482,28.46825077,DEM
-82.39216051,28.44033761,REP
-82.49181216,28.48553805,DEM
-82.43391871,28.49868197,DEM
-82.52411961,28.44956433,REP
-82.51906063,28.43468433,DEM
-82.49477944,28.48707247,REP
-82.48916167,28.46318833,REP
-82.48289231,28.57196923,REP
-82.10952926,28.53186344,REP
-82.26497089,28.56558459,DEM
-82.49308173,28.49732323,DEM
-82.4918935,28.54228034,DEM
-82.51062836,28.52955938,REP
-82.12449807,28.51907221,REP
-82.57684943,28.52715085,DEM
-82.33425003,28.44040642,REP
-82.64507078,28.49821619,DEM
-82.51868336,28.54024935,REP
-82.39182474,28.58186248,DEM
-82.44198725,28.44214795,REP
-82.5956664,28.48264736,REP
-82.34465454,28.46020743,REP
-82.53026821,28.44928576,REP
-82.50836157,28.52097592,REP
-82.67428035,28.46031952,REP
-82.56658924,28.49299587,DEM
-82.42792101,28.52611716,REP
-82.56718737,28.51350057,REP
-82.53678595,28.46019844,REP
-82.61628567,28.50314256,DEM
-82.49606144,28.52210074,DEM
-82.55407809,28.46751733,REP
-82.4452224,28.45109253,REP
-82.60677101,28.46890222,REP
-82.47308454,28.51536812,REP
-82.55385564,28.46440266,REP
-82.59743616,28.47396152,REP
-82.51955502,28.45903231,DEM
-82.53714051,28.58138459,REP
-82.48729259,28.54228895,REP
-82.54655953,28.48595501,REP
-82.35933067,28.50563764,REP
-82.58495642,28.4344736,DEM
-82.59134633,28.47574437,REP
-82.6142821,28.66722171,REP
-82.56655295,28.4849603,REP
-82.595401,28.4826756,REP
-82.4919565,28.55511106,REP
-82.49534086,28.50389039,DEM
-82.58486156,28.46549533,REP
-82.43822925,28.56136168,REP
-82.56845412,28.44738944,DEM
-82.38585831,28.61825654,REP
-82.63178249,28.4479512,REP
-82.47728804,28.4418825,DEM
-82.48430807,28.50047127,REP
-82.23707423,28.47986603,REP
-82.59897375,28.50455239,REP
-82.34381523,28.45067948,REP
-82.50112736,28.51267425,DEM
-82.52353328,28.64811497,DEM
-82.67786828,28.66189747,DEM
-82.4746863,28.69413477,REP
-82.61263065,28.50159031,REP
-82.38605865,28.48967532,REP
-82.67315082,28.53160562,REP
-82.60223477,28.45824022,REP
-82.48305293,28.5297787,REP
-82.47291853,28.4338471,REP
-82.65394691,28.45303711,DEM
-82.38405594,28.56963969,REP
-82.4951237,28.46787652,REP
-82.50769001,28.4925521,REP
-82.52467097,28.43516603,REP
-82.55010087,28.5960201,REP
-82.60766572,28.4759183,REP
-82.62742916,28.44304275,DEM
-82.59175111,28.45333101,REP
-82.60630438,28.45669093,REP
-82.62300438,28.46414028,REP
-82.41489985,28.65552857,REP
-82.56789311,28.57760687,DEM
-82.13279001,28.48618109,REP
-82.49414476,28.52661707,DEM
-82.4284621,28.58431592,REP
-82.29998524,28.54062027,DEM
-82.60230695,28.48447471,DEM
-82.5815804,28.45242927,DEM
-82.51456107,28.44736921,DEM
-82.38022636,28.66540937,REP
-82.38447951,28.44130128,REP
-82.65819213,28.46746865,REP
-82.52635393,28.4977835,DEM
-82.58086397,28.4576702,REP
-82.51980839,28.48194743,REP
-82.56690918,28.50936226,REP
-82.64933762,28.62804139,DEM
-82.55230297,28.51398755,REP
-82.52350095,28.49084918,REP
-82.51698725,28.53849418,REP
-82.52589439,28.47996112,REP
-82.53637182,28.45856086,REP
-82.44841607,28.4512067,DEM
-82.06696974,28.51378847,REP
-82.59254824,28.49270454,DEM
-82.6147424,28.46697699,REP
-82.44246408,28.49052651,REP
-82.3742081,28.47361014,DEM
-82.53352687,28.44694273,REP
-82.43923665,28.53462672,DEM
-82.12332549,28.52130372,REP
-82.53246333,28.49100522,REP
-82.55630543,28.45077158,DEM
-82.06663457,28.47889899,REP
-82.55782884,28.44493563,DEM
-82.67159648,28.47741643,REP
-82.65804506,28.65834175,REP
-82.3838684,28.5575163,DEM
-82.56623145,28.46096326,REP
-82.60302729,28.47684475,REP
-82.48093566,28.44188574,DEM
-82.42587638,28.43433821,DEM
-82.51965695,28.49330582,REP
-82.6037822,28.46712829,REP
-82.46038004,28.43601439,DEM
-82.52898534,28.63337134,REP
-82.55752658,28.48052733,DEM
-82.27184072,28.49559507,REP
-82.46846618,28.5031293,REP
-82.59958853,28.52025525,DEM
-82.53381115,28.63907752,REP
-82.54802926,28.44609585,REP
-82.45756963,28.47017607,REP
-82.55264989,28.55291452,DEM
-82.55302378,28.49340362,DEM
-82.60221266,28.4419342,DEM
-82.5802844,28.48991938,DEM
-82.15898938,28.54077158,DEM
-82.5454258,28.45303416,DEM
-82.61463936,28.53423765,DEM
-82.51077689,28.49285523,DEM
-82.26084813,28.54719091,REP
-82.53600263,28.43767301,DEM
-82.55474297,28.50499522,REP
-82.60444848,28.4680322,REP
-82.55097892,28.50407672,REP
-82.30793479,28.56523422,REP
-82.4931194,28.44084829,REP
-82.48599421,28.62754095,REP
-82.52316601,28.5405017,REP
-82.56303903,28.51240223,REP
-82.36886268,28.55304579,REP
-82.58477397,28.4892623,REP
-82.56047201,28.4431606,REP
-82.54909735,28.46476962,DEM
-82.53023312,28.50083984,REP
-82.52589115,28.46157237,REP
-82.61648854,28.50093898,DEM
-82.49971072,28.48233494,REP
-82.54378419,28.48800079,REP
-82.4887929,28.43675368,DEM
-82.56067838,28.49094841,DEM
-82.50418544,28.46719224,REP
-82.57181598,28.49576956,REP
